# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 54.224, -9.987 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/Dublin, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/Dublin", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "54.22411", "lon": "-9.9872173", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-01-01 00:00,2019-01-01 00:00,0,0,0,10.031
2019-01-01 01:00,2019-01-01 01:00,0,0,0,10.015
2019-01-01 02:00,2019-01-01 02:00,0,0,0,10.002
2019-01-01 03:00,2019-01-01 03:00,0,0,0,9.973
2019-01-01 04:00,2019-01-01 04:00,0,0,0,9.955
2019-01-01 05:00,2019-01-01 05:00,0,0,0,9.937
2019-01-01 06:00,2019-01-01 06:00,0,0,0,9.913
2019-01-01 07:00,2019-01-01 07:00,0,0,0,9.866
2019-01-01 08:00,2019-01-01 08:00,0,0,0,9.815
2019-01-01 09:00,2019-01-01 09:00,0,0,0.002,9.778
2019-01-01 10:00,2019-01-01 10:00,0.004,0.001,0.012,9.793
2019-01-01 11:00,2019-01-01 11:00,0.011,0.001,0.022,9.822
2019-01-01 12:00,2019-01-01 12:00,0.017,0.001,0.030,9.834
2019-01-01 13:00,2019-01-01 13:00,0.017,0.001,0.029,9.801
2019-01-01 14:00,2019-01-01 14:00,0.010,0.001,0.020,9.723
2019-01-01 15:00,2019-01-01 15:00,0.001,0,0.008,9.602
2019-01-01 16:00,2019-01-01 16:00,0,0,0,9.466
2019-01-01 17:00,2019-01-01 17:00,0,0,0,9.385
2019-01-01 18:00,2019-01-01 18:00,0,0,0,9.297
2019-01-01 19:00,2019-01-01 19:00,0,0,0,9.191
2019-01-01 20:00,2019-01-01 20:00,0,0,0,9.001
2019-01-01 21:00,2019-01-01 21:00,0,0,0,8.743
2019-01-01 22:00,2019-01-01 22:00,0,0,0,8.456
2019-01-01 23:00,2019-01-01 23:00,0,0,0,8.177
2019-01-02 00:00,2019-01-02 00:00,0,0,0,7.919
2019-01-02 01:00,2019-01-02 01:00,0,0,0,7.710
2019-01-02 02:00,2019-01-02 02:00,0,0,0,7.455
2019-01-02 03:00,2019-01-02 03:00,0,0,0,7.273
2019-01-02 04:00,2019-01-02 04:00,0,0,0,7.127
2019-01-02 05:00,2019-01-02 05:00,0,0,0,7.064
2019-01-02 06:00,2019-01-02 06:00,0,0,0,7.058
2019-01-02 07:00,2019-01-02 07:00,0,0,0,7.053
2019-01-02 08:00,2019-01-02 08:00,0,0,0,7.094
2019-01-02 09:00,2019-01-02 09:00,0.002,0.001,0.008,7.201
2019-01-02 10:00,2019-01-02 10:00,0.015,0.002,0.025,7.444
2019-01-02 11:00,2019-01-02 11:00,0.028,0.004,0.040,7.745
2019-01-02 12:00,2019-01-02 12:00,0.051,0.008,0.061,8.023
2019-01-02 13:00,2019-01-02 13:00,0.050,0.008,0.060,8.221
2019-01-02 14:00,2019-01-02 14:00,0.031,0.006,0.042,8.299
2019-01-02 15:00,2019-01-02 15:00,0.009,0.002,0.017,8.227
2019-01-02 16:00,2019-01-02 16:00,0,0,0.001,8.076
2019-01-02 17:00,2019-01-02 17:00,0,0,0,8.024
2019-01-02 18:00,2019-01-02 18:00,0,0,0,8.023
2019-01-02 19:00,2019-01-02 19:00,0,0,0,8.106
2019-01-02 20:00,2019-01-02 20:00,0,0,0,8.203
2019-01-02 21:00,2019-01-02 21:00,0,0,0,8.273
2019-01-02 22:00,2019-01-02 22:00,0,0,0,8.345
2019-01-02 23:00,2019-01-02 23:00,0,0,0,8.407
2019-01-03 00:00,2019-01-03 00:00,0,0,0,8.466
2019-01-03 01:00,2019-01-03 01:00,0,0,0,8.580
2019-01-03 02:00,2019-01-03 02:00,0,0,0,8.644
2019-01-03 03:00,2019-01-03 03:00,0,0,0,8.621
2019-01-03 04:00,2019-01-03 04:00,0,0,0,8.509
2019-01-03 05:00,2019-01-03 05:00,0,0,0,8.377
2019-01-03 06:00,2019-01-03 06:00,0,0,0,8.242
2019-01-03 07:00,2019-01-03 07:00,0,0,0,8.130
2019-01-03 08:00,2019-01-03 08:00,0,0,0,8.050
2019-01-03 09:00,2019-01-03 09:00,0.004,0.003,0.010,8.010
2019-01-03 10:00,2019-01-03 10:00,0.032,0.009,0.040,8.081
2019-01-03 11:00,2019-01-03 11:00,0.066,0.018,0.068,8.250
2019-01-03 12:00,2019-01-03 12:00,0.071,0.017,0.074,8.556
2019-01-03 13:00,2019-01-03 13:00,0.080,0.023,0.077,8.866
2019-01-03 14:00,2019-01-03 14:00,0.068,0.025,0.063,9.096
2019-01-03 15:00,2019-01-03 15:00,0.032,0.017,0.031,9.076
2019-01-03 16:00,2019-01-03 16:00,0,0.001,0.001,8.761
2019-01-03 17:00,2019-01-03 17:00,0,0,0,8.578
2019-01-03 18:00,2019-01-03 18:00,0,0,0,8.387
2019-01-03 19:00,2019-01-03 19:00,0,0,0,8.194
2019-01-03 20:00,2019-01-03 20:00,0,0,0,7.969
2019-01-03 21:00,2019-01-03 21:00,0,0,0,7.729
2019-01-03 22:00,2019-01-03 22:00,0,0,0,7.559
2019-01-03 23:00,2019-01-03 23:00,0,0,0,7.375
2019-01-04 00:00,2019-01-04 00:00,0,0,0,7.270
2019-01-04 01:00,2019-01-04 01:00,0,0,0,7.176
2019-01-04 02:00,2019-01-04 02:00,0,0,0,7.129
2019-01-04 03:00,2019-01-04 03:00,0,0,0,7.184
2019-01-04 04:00,2019-01-04 04:00,0,0,0,7.369
2019-01-04 05:00,2019-01-04 05:00,0,0,0,7.497
2019-01-04 06:00,2019-01-04 06:00,0,0,0,7.576
2019-01-04 07:00,2019-01-04 07:00,0,0,0,7.612
2019-01-04 08:00,2019-01-04 08:00,0,0,0,7.611
2019-01-04 09:00,2019-01-04 09:00,0.010,0.007,0.014,7.600
2019-01-04 10:00,2019-01-04 10:00,0.050,0.019,0.050,7.735
2019-01-04 11:00,2019-01-04 11:00,0.090,0.033,0.078,7.972
2019-01-04 12:00,2019-01-04 12:00,0.100,0.035,0.088,8.198
2019-01-04 13:00,2019-01-04 13:00,0.091,0.031,0.082,8.340
2019-01-04 14:00,2019-01-04 14:00,0.067,0.025,0.062,8.374
2019-01-04 15:00,2019-01-04 15:00,0.026,0.012,0.029,8.274
2019-01-04 16:00,2019-01-04 16:00,0,0,0.001,7.821
2019-01-04 17:00,2019-01-04 17:00,0,0,0,7.970
2019-01-04 18:00,2019-01-04 18:00,0,0,0,8.088
2019-01-04 19:00,2019-01-04 19:00,0,0,0,8.137
2019-01-04 20:00,2019-01-04 20:00,0,0,0,8.139
2019-01-04 21:00,2019-01-04 21:00,0,0,0,7.998
2019-01-04 22:00,2019-01-04 22:00,0,0,0,7.735
2019-01-04 23:00,2019-01-04 23:00,0,0,0,7.462
2019-01-05 00:00,2019-01-05 00:00,0,0,0,7.382
2019-01-05 01:00,2019-01-05 01:00,0,0,0,7.386
2019-01-05 02:00,2019-01-05 02:00,0,0,0,7.463
2019-01-05 03:00,2019-01-05 03:00,0,0,0,7.636
2019-01-05 04:00,2019-01-05 04:00,0,0,0,7.944
2019-01-05 05:00,2019-01-05 05:00,0,0,0,8.228
2019-01-05 06:00,2019-01-05 06:00,0,0,0,8.513
2019-01-05 07:00,2019-01-05 07:00,0,0,0,8.780
2019-01-05 08:00,2019-01-05 08:00,0,0,0,8.966
2019-01-05 09:00,2019-01-05 09:00,0.001,0.001,0.006,9.096
2019-01-05 10:00,2019-01-05 10:00,0.010,0.001,0.020,9.261
2019-01-05 11:00,2019-01-05 11:00,0.019,0.002,0.032,9.462
2019-01-05 12:00,2019-01-05 12:00,0.020,0.002,0.033,9.655
2019-01-05 13:00,2019-01-05 13:00,0.015,0.001,0.027,9.727
2019-01-05 14:00,2019-01-05 14:00,0.010,0.001,0.020,9.792
2019-01-05 15:00,2019-01-05 15:00,0.001,0,0.008,9.875
2019-01-05 16:00,2019-01-05 16:00,0,0,0,9.972
2019-01-05 17:00,2019-01-05 17:00,0,0,0,10.080
2019-01-05 18:00,2019-01-05 18:00,0,0,0,10.201
2019-01-05 19:00,2019-01-05 19:00,0,0,0,10.310
2019-01-05 20:00,2019-01-05 20:00,0,0,0,10.371
2019-01-05 21:00,2019-01-05 21:00,0,0,0,10.421
2019-01-05 22:00,2019-01-05 22:00,0,0,0,10.407
2019-01-05 23:00,2019-01-05 23:00,0,0,0,10.444
2019-01-06 00:00,2019-01-06 00:00,0,0,0,10.505
2019-01-06 01:00,2019-01-06 01:00,0,0,0,10.517
2019-01-06 02:00,2019-01-06 02:00,0,0,0,10.487
2019-01-06 03:00,2019-01-06 03:00,0,0,0,10.424
2019-01-06 04:00,2019-01-06 04:00,0,0,0,10.355
2019-01-06 05:00,2019-01-06 05:00,0,0,0,10.368
2019-01-06 06:00,2019-01-06 06:00,0,0,0,10.331
2019-01-06 07:00,2019-01-06 07:00,0,0,0,10.226
2019-01-06 08:00,2019-01-06 08:00,0,0,0,10.214
2019-01-06 09:00,2019-01-06 09:00,0.002,0.001,0.009,10.264
2019-01-06 10:00,2019-01-06 10:00,0.023,0.004,0.034,10.419
2019-01-06 11:00,2019-01-06 11:00,0.042,0.007,0.054,10.589
2019-01-06 12:00,2019-01-06 12:00,0.058,0.010,0.068,10.741
2019-01-06 13:00,2019-01-06 13:00,0.049,0.007,0.060,10.771
2019-01-06 14:00,2019-01-06 14:00,0.021,0.003,0.033,10.755
2019-01-06 15:00,2019-01-06 15:00,0.004,0.001,0.012,10.734
2019-01-06 16:00,2019-01-06 16:00,0,0,0,10.737
2019-01-06 17:00,2019-01-06 17:00,0,0,0,10.775
2019-01-06 18:00,2019-01-06 18:00,0,0,0,10.811
2019-01-06 19:00,2019-01-06 19:00,0,0,0,10.864
2019-01-06 20:00,2019-01-06 20:00,0,0,0,10.934
2019-01-06 21:00,2019-01-06 21:00,0,0,0,11.045
2019-01-06 22:00,2019-01-06 22:00,0,0,0,11.152
2019-01-06 23:00,2019-01-06 23:00,0,0,0,11.226
2019-01-07 00:00,2019-01-07 00:00,0,0,0,11.285
2019-01-07 01:00,2019-01-07 01:00,0,0,0,11.145
2019-01-07 02:00,2019-01-07 02:00,0,0,0,11.009
2019-01-07 03:00,2019-01-07 03:00,0,0,0,10.922
2019-01-07 04:00,2019-01-07 04:00,0,0,0,10.864
2019-01-07 05:00,2019-01-07 05:00,0,0,0,10.748
2019-01-07 06:00,2019-01-07 06:00,0,0,0,10.793
2019-01-07 07:00,2019-01-07 07:00,0,0,0,10.810
2019-01-07 08:00,2019-01-07 08:00,0,0,0,10.797
2019-01-07 09:00,2019-01-07 09:00,0,0,0.003,10.738
2019-01-07 10:00,2019-01-07 10:00,0.004,0.001,0.013,10.596
2019-01-07 11:00,2019-01-07 11:00,0.042,0.007,0.054,10.358
2019-01-07 12:00,2019-01-07 12:00,0.078,0.019,0.081,10.073
2019-01-07 13:00,2019-01-07 13:00,0.103,0.035,0.091,9.690
2019-01-07 14:00,2019-01-07 14:00,0.060,0.018,0.062,9.389
2019-01-07 15:00,2019-01-07 15:00,0.016,0.005,0.024,9.232
2019-01-07 16:00,2019-01-07 16:00,0,0,0.001,9.136
2019-01-07 17:00,2019-01-07 17:00,0,0,0,8.916
2019-01-07 18:00,2019-01-07 18:00,0,0,0,8.635
2019-01-07 19:00,2019-01-07 19:00,0,0,0,8.496
2019-01-07 20:00,2019-01-07 20:00,0,0,0,8.493
2019-01-07 21:00,2019-01-07 21:00,0,0,0,8.500
2019-01-07 22:00,2019-01-07 22:00,0,0,0,8.334
2019-01-07 23:00,2019-01-07 23:00,0,0,0,8.256
2019-01-08 00:00,2019-01-08 00:00,0,0,0,8.341
2019-01-08 01:00,2019-01-08 01:00,0,0,0,8.410
2019-01-08 02:00,2019-01-08 02:00,0,0,0,8.398
2019-01-08 03:00,2019-01-08 03:00,0,0,0,8.416
2019-01-08 04:00,2019-01-08 04:00,0,0,0,8.485
2019-01-08 05:00,2019-01-08 05:00,0,0,0,8.558
2019-01-08 06:00,2019-01-08 06:00,0,0,0,8.551
2019-01-08 07:00,2019-01-08 07:00,0,0,0,8.530
2019-01-08 08:00,2019-01-08 08:00,0,0,0,8.441
2019-01-08 09:00,2019-01-08 09:00,0.004,0.002,0.011,8.422
2019-01-08 10:00,2019-01-08 10:00,0.016,0.002,0.027,8.574
2019-01-08 11:00,2019-01-08 11:00,0.020,0.002,0.033,8.618
2019-01-08 12:00,2019-01-08 12:00,0.018,0.001,0.031,8.581
2019-01-08 13:00,2019-01-08 13:00,0.017,0.001,0.029,8.528
2019-01-08 14:00,2019-01-08 14:00,0.012,0.001,0.023,8.478
2019-01-08 15:00,2019-01-08 15:00,0.002,0.001,0.009,8.460
2019-01-08 16:00,2019-01-08 16:00,0,0,0,8.522
2019-01-08 17:00,2019-01-08 17:00,0,0,0,8.707
2019-01-08 18:00,2019-01-08 18:00,0,0,0,8.915
2019-01-08 19:00,2019-01-08 19:00,0,0,0,9.102
2019-01-08 20:00,2019-01-08 20:00,0,0,0,9.278
2019-01-08 21:00,2019-01-08 21:00,0,0,0,9.351
2019-01-08 22:00,2019-01-08 22:00,0,0,0,9.415
2019-01-08 23:00,2019-01-08 23:00,0,0,0,9.519
2019-01-09 00:00,2019-01-09 00:00,0,0,0,9.620
2019-01-09 01:00,2019-01-09 01:00,0,0,0,9.641
2019-01-09 02:00,2019-01-09 02:00,0,0,0,9.586
2019-01-09 03:00,2019-01-09 03:00,0,0,0,9.612
2019-01-09 04:00,2019-01-09 04:00,0,0,0,9.667
2019-01-09 05:00,2019-01-09 05:00,0,0,0,9.718
2019-01-09 06:00,2019-01-09 06:00,0,0,0,9.775
2019-01-09 07:00,2019-01-09 07:00,0,0,0,9.828
2019-01-09 08:00,2019-01-09 08:00,0,0,0,9.915
2019-01-09 09:00,2019-01-09 09:00,0.006,0.003,0.013,9.985
2019-01-09 10:00,2019-01-09 10:00,0.034,0.008,0.043,10.133
2019-01-09 11:00,2019-01-09 11:00,0.059,0.012,0.066,10.237
2019-01-09 12:00,2019-01-09 12:00,0.059,0.010,0.069,10.302
2019-01-09 13:00,2019-01-09 13:00,0.050,0.008,0.061,10.324
2019-01-09 14:00,2019-01-09 14:00,0.032,0.005,0.043,10.296
2019-01-09 15:00,2019-01-09 15:00,0.014,0.004,0.023,10.190
2019-01-09 16:00,2019-01-09 16:00,0,0,0.001,9.910
2019-01-09 17:00,2019-01-09 17:00,0,0,0,9.742
2019-01-09 18:00,2019-01-09 18:00,0,0,0,9.673
2019-01-09 19:00,2019-01-09 19:00,0,0,0,9.604
2019-01-09 20:00,2019-01-09 20:00,0,0,0,9.556
2019-01-09 21:00,2019-01-09 21:00,0,0,0,9.557
2019-01-09 22:00,2019-01-09 22:00,0,0,0,9.468
2019-01-09 23:00,2019-01-09 23:00,0,0,0,9.277
2019-01-10 00:00,2019-01-10 00:00,0,0,0,9.076
2019-01-10 01:00,2019-01-10 01:00,0,0,0,8.905
2019-01-10 02:00,2019-01-10 02:00,0,0,0,8.868
2019-01-10 03:00,2019-01-10 03:00,0,0,0,8.947
2019-01-10 04:00,2019-01-10 04:00,0,0,0,9.001
2019-01-10 05:00,2019-01-10 05:00,0,0,0,9.003
2019-01-10 06:00,2019-01-10 06:00,0,0,0,8.996
2019-01-10 07:00,2019-01-10 07:00,0,0,0,8.982
2019-01-10 08:00,2019-01-10 08:00,0,0,0,9.005
2019-01-10 09:00,2019-01-10 09:00,0.022,0.016,0.021,9.104
2019-01-10 10:00,2019-01-10 10:00,0.089,0.047,0.063,9.419
2019-01-10 11:00,2019-01-10 11:00,0.146,0.080,0.092,9.762
2019-01-10 12:00,2019-01-10 12:00,0.170,0.093,0.104,9.921
2019-01-10 13:00,2019-01-10 13:00,0.165,0.093,0.099,9.971
2019-01-10 14:00,2019-01-10 14:00,0.124,0.071,0.077,9.906
2019-01-10 15:00,2019-01-10 15:00,0.048,0.028,0.038,9.577
2019-01-10 16:00,2019-01-10 16:00,0,0.001,0.002,9.397
2019-01-10 17:00,2019-01-10 17:00,0,0,0,9.495
2019-01-10 18:00,2019-01-10 18:00,0,0,0,9.638
2019-01-10 19:00,2019-01-10 19:00,0,0,0,9.917
2019-01-10 20:00,2019-01-10 20:00,0,0,0,10.102
2019-01-10 21:00,2019-01-10 21:00,0,0,0,10.013
2019-01-10 22:00,2019-01-10 22:00,0,0,0,9.758
2019-01-10 23:00,2019-01-10 23:00,0,0,0,9.392
2019-01-11 00:00,2019-01-11 00:00,0,0,0,9.081
2019-01-11 01:00,2019-01-11 01:00,0,0,0,8.769
2019-01-11 02:00,2019-01-11 02:00,0,0,0,8.650
2019-01-11 03:00,2019-01-11 03:00,0,0,0,8.608
2019-01-11 04:00,2019-01-11 04:00,0,0,0,8.605
2019-01-11 05:00,2019-01-11 05:00,0,0,0,8.665
2019-01-11 06:00,2019-01-11 06:00,0,0,0,8.790
2019-01-11 07:00,2019-01-11 07:00,0,0,0,8.964
2019-01-11 08:00,2019-01-11 08:00,0,0,0,9.113
2019-01-11 09:00,2019-01-11 09:00,0.019,0.013,0.020,9.236
2019-01-11 10:00,2019-01-11 10:00,0.148,0.105,0.069,9.679
2019-01-11 11:00,2019-01-11 11:00,0.301,0.251,0.088,9.986
2019-01-11 12:00,2019-01-11 12:00,0.360,0.314,0.092,10.040
2019-01-11 13:00,2019-01-11 13:00,0.302,0.246,0.094,10.025
2019-01-11 14:00,2019-01-11 14:00,0.122,0.069,0.078,10.025
2019-01-11 15:00,2019-01-11 15:00,0.013,0.004,0.022,10.013
2019-01-11 16:00,2019-01-11 16:00,0,0,0.001,10.173
2019-01-11 17:00,2019-01-11 17:00,0,0,0,10.259
2019-01-11 18:00,2019-01-11 18:00,0,0,0,10.328
2019-01-11 19:00,2019-01-11 19:00,0,0,0,10.408
2019-01-11 20:00,2019-01-11 20:00,0,0,0,10.418
2019-01-11 21:00,2019-01-11 21:00,0,0,0,10.460
2019-01-11 22:00,2019-01-11 22:00,0,0,0,10.373
2019-01-11 23:00,2019-01-11 23:00,0,0,0,10.102
2019-01-12 00:00,2019-01-12 00:00,0,0,0,9.849
2019-01-12 01:00,2019-01-12 01:00,0,0,0,9.706
2019-01-12 02:00,2019-01-12 02:00,0,0,0,9.639
2019-01-12 03:00,2019-01-12 03:00,0,0,0,9.538
2019-01-12 04:00,2019-01-12 04:00,0,0,0,9.460
2019-01-12 05:00,2019-01-12 05:00,0,0,0,9.415
2019-01-12 06:00,2019-01-12 06:00,0,0,0,9.320
2019-01-12 07:00,2019-01-12 07:00,0,0,0,9.362
2019-01-12 08:00,2019-01-12 08:00,0,0,0,9.493
2019-01-12 09:00,2019-01-12 09:00,0.004,0.002,0.011,9.719
2019-01-12 10:00,2019-01-12 10:00,0.038,0.009,0.046,9.980
2019-01-12 11:00,2019-01-12 11:00,0.055,0.010,0.064,10.193
2019-01-12 12:00,2019-01-12 12:00,0.055,0.009,0.066,10.310
2019-01-12 13:00,2019-01-12 13:00,0.057,0.010,0.067,10.342
2019-01-12 14:00,2019-01-12 14:00,0.057,0.014,0.062,10.322
2019-01-12 15:00,2019-01-12 15:00,0.032,0.012,0.036,10.289
2019-01-12 16:00,2019-01-12 16:00,0,0.001,0.003,10.246
2019-01-12 17:00,2019-01-12 17:00,0,0,0,10.223
2019-01-12 18:00,2019-01-12 18:00,0,0,0,10.229
2019-01-12 19:00,2019-01-12 19:00,0,0,0,10.210
2019-01-12 20:00,2019-01-12 20:00,0,0,0,10.169
2019-01-12 21:00,2019-01-12 21:00,0,0,0,10.100
2019-01-12 22:00,2019-01-12 22:00,0,0,0,10.005
2019-01-12 23:00,2019-01-12 23:00,0,0,0,9.907
2019-01-13 00:00,2019-01-13 00:00,0,0,0,9.819
2019-01-13 01:00,2019-01-13 01:00,0,0,0,9.785
2019-01-13 02:00,2019-01-13 02:00,0,0,0,9.756
2019-01-13 03:00,2019-01-13 03:00,0,0,0,9.744
2019-01-13 04:00,2019-01-13 04:00,0,0,0,9.793
2019-01-13 05:00,2019-01-13 05:00,0,0,0,9.892
2019-01-13 06:00,2019-01-13 06:00,0,0,0,10.057
2019-01-13 07:00,2019-01-13 07:00,0,0,0,10.209
2019-01-13 08:00,2019-01-13 08:00,0,0,0,10.188
2019-01-13 09:00,2019-01-13 09:00,0.002,0.001,0.009,9.981
2019-01-13 10:00,2019-01-13 10:00,0.022,0.003,0.034,9.642
2019-01-13 11:00,2019-01-13 11:00,0.036,0.004,0.049,9.301
2019-01-13 12:00,2019-01-13 12:00,0.045,0.005,0.058,9.024
2019-01-13 13:00,2019-01-13 13:00,0.033,0.003,0.047,8.778
2019-01-13 14:00,2019-01-13 14:00,0.036,0.005,0.047,8.573
2019-01-13 15:00,2019-01-13 15:00,0.021,0.005,0.030,8.466
2019-01-13 16:00,2019-01-13 16:00,0,0,0.002,8.489
2019-01-13 17:00,2019-01-13 17:00,0,0,0,8.590
2019-01-13 18:00,2019-01-13 18:00,0,0,0,8.695
2019-01-13 19:00,2019-01-13 19:00,0,0,0,8.796
2019-01-13 20:00,2019-01-13 20:00,0,0,0,8.864
2019-01-13 21:00,2019-01-13 21:00,0,0,0,8.870
2019-01-13 22:00,2019-01-13 22:00,0,0,0,8.802
2019-01-13 23:00,2019-01-13 23:00,0,0,0,8.797
2019-01-14 00:00,2019-01-14 00:00,0,0,0,8.750
2019-01-14 01:00,2019-01-14 01:00,0,0,0,8.672
2019-01-14 02:00,2019-01-14 02:00,0,0,0,8.573
2019-01-14 03:00,2019-01-14 03:00,0,0,0,8.469
2019-01-14 04:00,2019-01-14 04:00,0,0,0,8.346
2019-01-14 05:00,2019-01-14 05:00,0,0,0,8.174
2019-01-14 06:00,2019-01-14 06:00,0,0,0,8.057
2019-01-14 07:00,2019-01-14 07:00,0,0,0,8.036
2019-01-14 08:00,2019-01-14 08:00,0,0,0,8.139
2019-01-14 09:00,2019-01-14 09:00,0.020,0.010,0.024,8.452
2019-01-14 10:00,2019-01-14 10:00,0.042,0.010,0.050,8.952
2019-01-14 11:00,2019-01-14 11:00,0.041,0.005,0.053,9.177
2019-01-14 12:00,2019-01-14 12:00,0.033,0.003,0.046,9.394
2019-01-14 13:00,2019-01-14 13:00,0.033,0.003,0.047,9.638
2019-01-14 14:00,2019-01-14 14:00,0.019,0.002,0.031,9.767
2019-01-14 15:00,2019-01-14 15:00,0.007,0.001,0.016,9.765
2019-01-14 16:00,2019-01-14 16:00,0,0,0.002,9.682
2019-01-14 17:00,2019-01-14 17:00,0,0,0,9.570
2019-01-14 18:00,2019-01-14 18:00,0,0,0,9.461
2019-01-14 19:00,2019-01-14 19:00,0,0,0,9.517
2019-01-14 20:00,2019-01-14 20:00,0,0,0,9.625
2019-01-14 21:00,2019-01-14 21:00,0,0,0,9.683
2019-01-14 22:00,2019-01-14 22:00,0,0,0,9.629
2019-01-14 23:00,2019-01-14 23:00,0,0,0,9.603
2019-01-15 00:00,2019-01-15 00:00,0,0,0,9.684
2019-01-15 01:00,2019-01-15 01:00,0,0,0,9.799
2019-01-15 02:00,2019-01-15 02:00,0,0,0,9.926
2019-01-15 03:00,2019-01-15 03:00,0,0,0,9.952
2019-01-15 04:00,2019-01-15 04:00,0,0,0,9.835
2019-01-15 05:00,2019-01-15 05:00,0,0,0,9.744
2019-01-15 06:00,2019-01-15 06:00,0,0,0,9.727
2019-01-15 07:00,2019-01-15 07:00,0,0,0,9.696
2019-01-15 08:00,2019-01-15 08:00,0,0,0,9.727
2019-01-15 09:00,2019-01-15 09:00,0.019,0.011,0.023,9.766
2019-01-15 10:00,2019-01-15 10:00,0.078,0.033,0.067,9.906
2019-01-15 11:00,2019-01-15 11:00,0.070,0.017,0.073,10.012
2019-01-15 12:00,2019-01-15 12:00,0.078,0.017,0.082,10.075
2019-01-15 13:00,2019-01-15 13:00,0.088,0.024,0.086,10.116
2019-01-15 14:00,2019-01-15 14:00,0.095,0.039,0.079,10.134
2019-01-15 15:00,2019-01-15 15:00,0.039,0.017,0.040,10.099
2019-01-15 16:00,2019-01-15 16:00,0.001,0.002,0.004,10.014
2019-01-15 17:00,2019-01-15 17:00,0,0,0,9.981
2019-01-15 18:00,2019-01-15 18:00,0,0,0,10.045
2019-01-15 19:00,2019-01-15 19:00,0,0,0,10.087
2019-01-15 20:00,2019-01-15 20:00,0,0,0,10.055
2019-01-15 21:00,2019-01-15 21:00,0,0,0,9.747
2019-01-15 22:00,2019-01-15 22:00,0,0,0,9.022
2019-01-15 23:00,2019-01-15 23:00,0,0,0,8.248
2019-01-16 00:00,2019-01-16 00:00,0,0,0,7.890
2019-01-16 01:00,2019-01-16 01:00,0,0,0,7.944
2019-01-16 02:00,2019-01-16 02:00,0,0,0,8.051
2019-01-16 03:00,2019-01-16 03:00,0,0,0,8.004
2019-01-16 04:00,2019-01-16 04:00,0,0,0,7.757
2019-01-16 05:00,2019-01-16 05:00,0,0,0,7.644
2019-01-16 06:00,2019-01-16 06:00,0,0,0,7.535
2019-01-16 07:00,2019-01-16 07:00,0,0,0,7.401
2019-01-16 08:00,2019-01-16 08:00,0,0,0,7.378
2019-01-16 09:00,2019-01-16 09:00,0.006,0.002,0.014,7.327
2019-01-16 10:00,2019-01-16 10:00,0.022,0.003,0.033,7.385
2019-01-16 11:00,2019-01-16 11:00,0.038,0.005,0.051,7.499
2019-01-16 12:00,2019-01-16 12:00,0.066,0.010,0.075,7.519
2019-01-16 13:00,2019-01-16 13:00,0.062,0.010,0.071,7.355
2019-01-16 14:00,2019-01-16 14:00,0.044,0.007,0.055,7.064
2019-01-16 15:00,2019-01-16 15:00,0.014,0.003,0.024,7.065
2019-01-16 16:00,2019-01-16 16:00,0,0,0.003,7.375
2019-01-16 17:00,2019-01-16 17:00,0,0,0,7.578
2019-01-16 18:00,2019-01-16 18:00,0,0,0,7.626
2019-01-16 19:00,2019-01-16 19:00,0,0,0,7.733
2019-01-16 20:00,2019-01-16 20:00,0,0,0,7.835
2019-01-16 21:00,2019-01-16 21:00,0,0,0,7.689
2019-01-16 22:00,2019-01-16 22:00,0,0,0,7.286
2019-01-16 23:00,2019-01-16 23:00,0,0,0,6.897
2019-01-17 00:00,2019-01-17 00:00,0,0,0,6.625
2019-01-17 01:00,2019-01-17 01:00,0,0,0,6.405
2019-01-17 02:00,2019-01-17 02:00,0,0,0,6.200
2019-01-17 03:00,2019-01-17 03:00,0,0,0,5.955
2019-01-17 04:00,2019-01-17 04:00,0,0,0,5.791
2019-01-17 05:00,2019-01-17 05:00,0,0,0,5.724
2019-01-17 06:00,2019-01-17 06:00,0,0,0,5.727
2019-01-17 07:00,2019-01-17 07:00,0,0,0,5.696
2019-01-17 08:00,2019-01-17 08:00,0,0.001,0.001,5.762
2019-01-17 09:00,2019-01-17 09:00,0.037,0.022,0.032,6.199
2019-01-17 10:00,2019-01-17 10:00,0.054,0.015,0.057,6.720
2019-01-17 11:00,2019-01-17 11:00,0.077,0.017,0.080,6.985
2019-01-17 12:00,2019-01-17 12:00,0.052,0.007,0.064,6.763
2019-01-17 13:00,2019-01-17 13:00,0.040,0.004,0.053,6.653
2019-01-17 14:00,2019-01-17 14:00,0.021,0.002,0.033,6.526
2019-01-17 15:00,2019-01-17 15:00,0.006,0.001,0.015,6.409
2019-01-17 16:00,2019-01-17 16:00,0,0,0.002,6.262
