# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 54.224, -9.987 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/Dublin, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/Dublin", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "54.22411", "lon": "-9.9872173", "date_from": "2019-01-01", "date_to": "2019-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-03-31 04:00,2019-03-31 05:00,0,0,0,5.605
2019-03-31 05:00,2019-03-31 06:00,0,0,0,5.621
2019-03-31 06:00,2019-03-31 07:00,0.003,0,0.011,5.778
2019-03-31 07:00,2019-03-31 08:00,0.064,0.018,0.066,6.390
2019-03-31 08:00,2019-03-31 09:00,0.180,0.079,0.127,7.033
2019-03-31 09:00,2019-03-31 10:00,0.312,0.180,0.168,7.395
2019-03-31 10:00,2019-03-31 11:00,0.490,0.381,0.171,7.745
2019-03-31 11:00,2019-03-31 12:00,0.668,0.640,0.138,8.108
2019-03-31 12:00,2019-03-31 13:00,0.756,0.784,0.117,8.426
2019-03-31 13:00,2019-03-31 14:00,0.734,0.757,0.115,8.676
2019-03-31 14:00,2019-03-31 15:00,0.700,0.727,0.098,8.862
2019-03-31 15:00,2019-03-31 16:00,0.592,0.595,0.087,9.026
2019-03-31 16:00,2019-03-31 17:00,0.388,0.344,0.091,9.121
2019-03-31 17:00,2019-03-31 18:00,0.167,0.110,0.083,9.070
2019-03-31 18:00,2019-03-31 19:00,0.026,0.008,0.033,8.740
2019-03-31 19:00,2019-03-31 20:00,0,0,0,8.385
2019-03-31 20:00,2019-03-31 21:00,0,0,0,8.322
2019-03-31 21:00,2019-03-31 22:00,0,0,0,8.259
2019-03-31 22:00,2019-03-31 23:00,0,0,0,8.211
2019-03-31 23:00,2019-04-01 00:00,0,0,0,8.084
2019-04-01 00:00,2019-04-01 01:00,0,0,0,7.929
2019-04-01 01:00,2019-04-01 02:00,0,0,0,7.773
2019-04-01 02:00,2019-04-01 03:00,0,0,0,7.617
2019-04-01 03:00,2019-04-01 04:00,0,0,0,7.457
2019-04-01 04:00,2019-04-01 05:00,0,0,0,7.376
2019-04-01 05:00,2019-04-01 06:00,0,0,0,7.295
2019-04-01 06:00,2019-04-01 07:00,0.005,0,0.015,7.285
2019-04-01 07:00,2019-04-01 08:00,0.071,0.015,0.076,7.673
2019-04-01 08:00,2019-04-01 09:00,0.161,0.043,0.143,8.079
2019-04-01 09:00,2019-04-01 10:00,0.214,0.051,0.191,8.224
2019-04-01 10:00,2019-04-01 11:00,0.226,0.040,0.215,8.099
2019-04-01 11:00,2019-04-01 12:00,0.213,0.026,0.214,7.866
2019-04-01 12:00,2019-04-01 13:00,0.142,0.009,0.157,7.558
2019-04-01 13:00,2019-04-01 14:00,0.108,0.005,0.125,7.189
2019-04-01 14:00,2019-04-01 15:00,0.079,0.003,0.096,6.922
2019-04-01 15:00,2019-04-01 16:00,0.059,0.002,0.076,6.965
2019-04-01 16:00,2019-04-01 17:00,0.049,0.002,0.065,7.085
2019-04-01 17:00,2019-04-01 18:00,0.041,0.002,0.056,7.173
2019-04-01 18:00,2019-04-01 19:00,0.010,0.001,0.020,7.214
2019-04-01 19:00,2019-04-01 20:00,0,0,0,7.113
2019-04-01 20:00,2019-04-01 21:00,0,0,0,6.991
2019-04-01 21:00,2019-04-01 22:00,0,0,0,6.960
2019-04-01 22:00,2019-04-01 23:00,0,0,0,6.973
2019-04-01 23:00,2019-04-02 00:00,0,0,0,6.964
2019-04-02 00:00,2019-04-02 01:00,0,0,0,6.829
2019-04-02 01:00,2019-04-02 02:00,0,0,0,6.657
2019-04-02 02:00,2019-04-02 03:00,0,0,0,6.640
2019-04-02 03:00,2019-04-02 04:00,0,0,0,6.582
2019-04-02 04:00,2019-04-02 05:00,0,0,0,6.277
2019-04-02 05:00,2019-04-02 06:00,0,0,0,5.977
2019-04-02 06:00,2019-04-02 07:00,0.002,0,0.009,6.108
2019-04-02 07:00,2019-04-02 08:00,0.044,0.004,0.058,6.217
2019-04-02 08:00,2019-04-02 09:00,0.110,0.014,0.118,6.250
2019-04-02 09:00,2019-04-02 10:00,0.147,0.017,0.153,6.202
2019-04-02 10:00,2019-04-02 11:00,0.153,0.014,0.163,6.218
2019-04-02 11:00,2019-04-02 12:00,0.182,0.017,0.189,6.395
2019-04-02 12:00,2019-04-02 13:00,0.234,0.031,0.231,6.609
2019-04-02 13:00,2019-04-02 14:00,0.256,0.040,0.245,6.670
2019-04-02 14:00,2019-04-02 15:00,0.174,0.017,0.181,6.639
2019-04-02 15:00,2019-04-02 16:00,0.133,0.011,0.144,6.717
2019-04-02 16:00,2019-04-02 17:00,0.115,0.012,0.125,6.934
2019-04-02 17:00,2019-04-02 18:00,0.060,0.005,0.074,7.079
2019-04-02 18:00,2019-04-02 19:00,0.012,0.001,0.023,7.134
2019-04-02 19:00,2019-04-02 20:00,0,0,0,7.087
2019-04-02 20:00,2019-04-02 21:00,0,0,0,6.987
2019-04-02 21:00,2019-04-02 22:00,0,0,0,6.963
2019-04-02 22:00,2019-04-02 23:00,0,0,0,7.028
2019-04-02 23:00,2019-04-03 00:00,0,0,0,7.025
2019-04-03 00:00,2019-04-03 01:00,0,0,0,6.937
2019-04-03 01:00,2019-04-03 02:00,0,0,0,6.878
2019-04-03 02:00,2019-04-03 03:00,0,0,0,6.792
2019-04-03 03:00,2019-04-03 04:00,0,0,0,6.684
2019-04-03 04:00,2019-04-03 05:00,0,0,0,6.521
2019-04-03 05:00,2019-04-03 06:00,0,0,0,6.188
2019-04-03 06:00,2019-04-03 07:00,0.006,0,0.016,5.961
2019-04-03 07:00,2019-04-03 08:00,0.086,0.028,0.078,6.178
2019-04-03 08:00,2019-04-03 09:00,0.208,0.099,0.135,6.481
2019-04-03 09:00,2019-04-03 10:00,0.334,0.192,0.179,6.651
2019-04-03 10:00,2019-04-03 11:00,0.407,0.239,0.214,6.846
2019-04-03 11:00,2019-04-03 12:00,0.509,0.351,0.222,7.087
2019-04-03 12:00,2019-04-03 13:00,0.630,0.534,0.192,7.318
2019-04-03 13:00,2019-04-03 14:00,0.662,0.600,0.167,7.392
2019-04-03 14:00,2019-04-03 15:00,0.604,0.535,0.156,7.354
2019-04-03 15:00,2019-04-03 16:00,0.493,0.409,0.146,7.263
2019-04-03 16:00,2019-04-03 17:00,0.305,0.198,0.141,7.187
2019-04-03 17:00,2019-04-03 18:00,0.126,0.047,0.102,7.154
2019-04-03 18:00,2019-04-03 19:00,0.019,0.002,0.030,7.130
2019-04-03 19:00,2019-04-03 20:00,0,0,0,7.129
2019-04-03 20:00,2019-04-03 21:00,0,0,0,7.144
2019-04-03 21:00,2019-04-03 22:00,0,0,0,7.168
2019-04-03 22:00,2019-04-03 23:00,0,0,0,7.165
2019-04-03 23:00,2019-04-04 00:00,0,0,0,7.188
2019-04-04 00:00,2019-04-04 01:00,0,0,0,6.915
2019-04-04 01:00,2019-04-04 02:00,0,0,0,6.419
2019-04-04 02:00,2019-04-04 03:00,0,0,0,5.880
2019-04-04 03:00,2019-04-04 04:00,0,0,0,5.641
2019-04-04 04:00,2019-04-04 05:00,0,0,0,5.540
2019-04-04 05:00,2019-04-04 06:00,0,0,0,5.425
2019-04-04 06:00,2019-04-04 07:00,0.010,0,0.021,5.444
2019-04-04 07:00,2019-04-04 08:00,0.109,0.043,0.087,5.856
2019-04-04 08:00,2019-04-04 09:00,0.221,0.102,0.146,6.184
2019-04-04 09:00,2019-04-04 10:00,0.329,0.168,0.196,6.458
2019-04-04 10:00,2019-04-04 11:00,0.413,0.224,0.236,6.745
2019-04-04 11:00,2019-04-04 12:00,0.428,0.206,0.271,6.949
2019-04-04 12:00,2019-04-04 13:00,0.327,0.090,0.273,6.881
2019-04-04 13:00,2019-04-04 14:00,0.208,0.026,0.208,6.684
2019-04-04 14:00,2019-04-04 15:00,0.152,0.013,0.162,6.439
2019-04-04 15:00,2019-04-04 16:00,0.116,0.009,0.129,6.313
2019-04-04 16:00,2019-04-04 17:00,0.080,0.006,0.094,6.245
2019-04-04 17:00,2019-04-04 18:00,0.051,0.004,0.065,6.264
2019-04-04 18:00,2019-04-04 19:00,0.015,0.001,0.027,6.203
2019-04-04 19:00,2019-04-04 20:00,0,0,0,6.012
2019-04-04 20:00,2019-04-04 21:00,0,0,0,6.053
2019-04-04 21:00,2019-04-04 22:00,0,0,0,6.248
2019-04-04 22:00,2019-04-04 23:00,0,0,0,6.230
2019-04-04 23:00,2019-04-05 00:00,0,0,0,6.063
2019-04-05 00:00,2019-04-05 01:00,0,0,0,5.956
2019-04-05 01:00,2019-04-05 02:00,0,0,0,5.901
2019-04-05 02:00,2019-04-05 03:00,0,0,0,5.868
2019-04-05 03:00,2019-04-05 04:00,0,0,0,5.841
2019-04-05 04:00,2019-04-05 05:00,0,0,0,5.775
2019-04-05 05:00,2019-04-05 06:00,0,0,0,5.655
2019-04-05 06:00,2019-04-05 07:00,0.004,0,0.013,5.596
2019-04-05 07:00,2019-04-05 08:00,0.065,0.012,0.071,5.839
2019-04-05 08:00,2019-04-05 09:00,0.189,0.076,0.138,6.332
2019-04-05 09:00,2019-04-05 10:00,0.351,0.215,0.174,6.920
2019-04-05 10:00,2019-04-05 11:00,0.485,0.357,0.189,7.449
2019-04-05 11:00,2019-04-05 12:00,0.557,0.435,0.200,7.996
2019-04-05 12:00,2019-04-05 13:00,0.620,0.529,0.189,8.553
2019-04-05 13:00,2019-04-05 14:00,0.694,0.673,0.145,9.029
2019-04-05 14:00,2019-04-05 15:00,0.691,0.703,0.111,9.316
2019-04-05 15:00,2019-04-05 16:00,0.590,0.585,0.096,9.396
2019-04-05 16:00,2019-04-05 17:00,0.422,0.388,0.088,9.328
2019-04-05 17:00,2019-04-05 18:00,0.204,0.148,0.084,9.119
2019-04-05 18:00,2019-04-05 19:00,0.036,0.010,0.043,8.601
2019-04-05 19:00,2019-04-05 20:00,0,0,0.001,8.052
2019-04-05 20:00,2019-04-05 21:00,0,0,0,7.887
2019-04-05 21:00,2019-04-05 22:00,0,0,0,7.829
2019-04-05 22:00,2019-04-05 23:00,0,0,0,7.855
2019-04-05 23:00,2019-04-06 00:00,0,0,0,7.928
2019-04-06 00:00,2019-04-06 01:00,0,0,0,8.074
2019-04-06 01:00,2019-04-06 02:00,0,0,0,8.008
2019-04-06 02:00,2019-04-06 03:00,0,0,0,7.737
2019-04-06 03:00,2019-04-06 04:00,0,0,0,7.576
2019-04-06 04:00,2019-04-06 05:00,0,0,0,7.625
2019-04-06 05:00,2019-04-06 06:00,0,0,0,7.740
2019-04-06 06:00,2019-04-06 07:00,0.006,0,0.015,7.870
2019-04-06 07:00,2019-04-06 08:00,0.045,0.005,0.058,7.963
2019-04-06 08:00,2019-04-06 09:00,0.089,0.010,0.100,8.052
2019-04-06 09:00,2019-04-06 10:00,0.158,0.026,0.158,8.248
2019-04-06 10:00,2019-04-06 11:00,0.289,0.094,0.230,8.660
2019-04-06 11:00,2019-04-06 12:00,0.533,0.382,0.227,9.328
2019-04-06 12:00,2019-04-06 13:00,0.730,0.721,0.151,9.976
2019-04-06 13:00,2019-04-06 14:00,0.735,0.745,0.136,10.440
2019-04-06 14:00,2019-04-06 15:00,0.628,0.584,0.151,10.706
2019-04-06 15:00,2019-04-06 16:00,0.445,0.331,0.175,10.806
2019-04-06 16:00,2019-04-06 17:00,0.252,0.124,0.163,10.765
2019-04-06 17:00,2019-04-06 18:00,0.126,0.042,0.109,10.655
2019-04-06 18:00,2019-04-06 19:00,0.033,0.005,0.044,10.228
2019-04-06 19:00,2019-04-06 20:00,0,0,0.001,9.655
2019-04-06 20:00,2019-04-06 21:00,0,0,0,9.401
2019-04-06 21:00,2019-04-06 22:00,0,0,0,9.132
2019-04-06 22:00,2019-04-06 23:00,0,0,0,8.861
2019-04-06 23:00,2019-04-07 00:00,0,0,0,8.569
2019-04-07 00:00,2019-04-07 01:00,0,0,0,8.259
2019-04-07 01:00,2019-04-07 02:00,0,0,0,7.940
2019-04-07 02:00,2019-04-07 03:00,0,0,0,7.586
2019-04-07 03:00,2019-04-07 04:00,0,0,0,7.218
2019-04-07 04:00,2019-04-07 05:00,0,0,0,6.745
2019-04-07 05:00,2019-04-07 06:00,0,0,0,6.346
2019-04-07 06:00,2019-04-07 07:00,0.014,0,0.026,6.218
2019-04-07 07:00,2019-04-07 08:00,0.152,0.107,0.068,6.784
2019-04-07 08:00,2019-04-07 09:00,0.319,0.258,0.097,7.180
2019-04-07 09:00,2019-04-07 10:00,0.501,0.460,0.106,8.146
2019-04-07 10:00,2019-04-07 11:00,0.641,0.635,0.110,8.911
2019-04-07 11:00,2019-04-07 12:00,0.737,0.770,0.110,9.503
2019-04-07 12:00,2019-04-07 13:00,0.783,0.843,0.106,10.067
2019-04-07 13:00,2019-04-07 14:00,0.767,0.824,0.104,10.554
2019-04-07 14:00,2019-04-07 15:00,0.706,0.746,0.098,10.959
2019-04-07 15:00,2019-04-07 16:00,0.587,0.590,0.094,11.198
2019-04-07 16:00,2019-04-07 17:00,0.390,0.341,0.101,11.218
2019-04-07 17:00,2019-04-07 18:00,0.175,0.107,0.097,11.058
2019-04-07 18:00,2019-04-07 19:00,0.035,0.007,0.045,10.711
2019-04-07 19:00,2019-04-07 20:00,0,0,0.002,10.211
2019-04-07 20:00,2019-04-07 21:00,0,0,0,9.660
2019-04-07 21:00,2019-04-07 22:00,0,0,0,9.155
2019-04-07 22:00,2019-04-07 23:00,0,0,0,8.630
2019-04-07 23:00,2019-04-08 00:00,0,0,0,8.271
2019-04-08 00:00,2019-04-08 01:00,0,0,0,8.031
2019-04-08 01:00,2019-04-08 02:00,0,0,0,7.954
2019-04-08 02:00,2019-04-08 03:00,0,0,0,7.892
2019-04-08 03:00,2019-04-08 04:00,0,0,0,7.810
2019-04-08 04:00,2019-04-08 05:00,0,0,0,7.754
2019-04-08 05:00,2019-04-08 06:00,0,0,0,7.813
2019-04-08 06:00,2019-04-08 07:00,0.005,0,0.014,7.990
2019-04-08 07:00,2019-04-08 08:00,0.045,0.003,0.059,8.293
2019-04-08 08:00,2019-04-08 09:00,0.135,0.023,0.136,8.827
2019-04-08 09:00,2019-04-08 10:00,0.293,0.116,0.214,9.506
2019-04-08 10:00,2019-04-08 11:00,0.431,0.244,0.244,10.158
2019-04-08 11:00,2019-04-08 12:00,0.491,0.294,0.267,10.614
2019-04-08 12:00,2019-04-08 13:00,0.449,0.220,0.292,10.890
2019-04-08 13:00,2019-04-08 14:00,0.372,0.130,0.291,10.949
2019-04-08 14:00,2019-04-08 15:00,0.234,0.039,0.228,10.753
2019-04-08 15:00,2019-04-08 16:00,0.129,0.011,0.143,10.559
2019-04-08 16:00,2019-04-08 17:00,0.092,0.007,0.107,10.521
2019-04-08 17:00,2019-04-08 18:00,0.058,0.004,0.073,10.522
2019-04-08 18:00,2019-04-08 19:00,0.018,0.001,0.031,10.403
2019-04-08 19:00,2019-04-08 20:00,0,0,0.002,10.118
2019-04-08 20:00,2019-04-08 21:00,0,0,0,9.903
2019-04-08 21:00,2019-04-08 22:00,0,0,0,9.615
2019-04-08 22:00,2019-04-08 23:00,0,0,0,9.181
2019-04-08 23:00,2019-04-09 00:00,0,0,0,8.865
2019-04-09 00:00,2019-04-09 01:00,0,0,0,8.686
2019-04-09 01:00,2019-04-09 02:00,0,0,0,8.535
2019-04-09 02:00,2019-04-09 03:00,0,0,0,8.378
2019-04-09 03:00,2019-04-09 04:00,0,0,0,8.302
2019-04-09 04:00,2019-04-09 05:00,0,0,0,8.210
2019-04-09 05:00,2019-04-09 06:00,0,0,0,8.049
2019-04-09 06:00,2019-04-09 07:00,0.007,0,0.018,7.952
2019-04-09 07:00,2019-04-09 08:00,0.061,0.007,0.073,7.986
2019-04-09 08:00,2019-04-09 09:00,0.129,0.021,0.132,8.179
2019-04-09 09:00,2019-04-09 10:00,0.204,0.043,0.189,8.514
2019-04-09 10:00,2019-04-09 11:00,0.266,0.066,0.233,9.047
2019-04-09 11:00,2019-04-09 12:00,0.355,0.124,0.275,9.636
2019-04-09 12:00,2019-04-09 13:00,0.430,0.199,0.288,10.234
2019-04-09 13:00,2019-04-09 14:00,0.457,0.244,0.277,10.717
2019-04-09 14:00,2019-04-09 15:00,0.437,0.245,0.252,11.125
2019-04-09 15:00,2019-04-09 16:00,0.367,0.198,0.219,11.334
2019-04-09 16:00,2019-04-09 17:00,0.264,0.126,0.175,11.395
2019-04-09 17:00,2019-04-09 18:00,0.149,0.056,0.120,11.305
2019-04-09 18:00,2019-04-09 19:00,0.040,0.006,0.052,10.834
2019-04-09 19:00,2019-04-09 20:00,0,0,0.003,10.049
2019-04-09 20:00,2019-04-09 21:00,0,0,0,9.620
2019-04-09 21:00,2019-04-09 22:00,0,0,0,9.181
2019-04-09 22:00,2019-04-09 23:00,0,0,0,8.673
2019-04-09 23:00,2019-04-10 00:00,0,0,0,8.059
2019-04-10 00:00,2019-04-10 01:00,0,0,0,7.498
2019-04-10 01:00,2019-04-10 02:00,0,0,0,7.038
2019-04-10 02:00,2019-04-10 03:00,0,0,0,6.754
2019-04-10 03:00,2019-04-10 04:00,0,0,0,6.488
2019-04-10 04:00,2019-04-10 05:00,0,0,0,6.263
2019-04-10 05:00,2019-04-10 06:00,0,0,0,6.267
2019-04-10 06:00,2019-04-10 07:00,0.017,0,0.030,6.307
2019-04-10 07:00,2019-04-10 08:00,0.122,0.052,0.091,6.432
2019-04-10 08:00,2019-04-10 09:00,0.315,0.233,0.116,6.832
2019-04-10 09:00,2019-04-10 10:00,0.527,0.487,0.110,7.552
2019-04-10 10:00,2019-04-10 11:00,0.672,0.674,0.111,8.453
2019-04-10 11:00,2019-04-10 12:00,0.752,0.782,0.117,9.221
2019-04-10 12:00,2019-04-10 13:00,0.743,0.751,0.139,9.778
2019-04-10 13:00,2019-04-10 14:00,0.687,0.652,0.162,10.162
2019-04-10 14:00,2019-04-10 15:00,0.491,0.345,0.215,10.284
2019-04-10 15:00,2019-04-10 16:00,0.341,0.172,0.213,10.257
2019-04-10 16:00,2019-04-10 17:00,0.197,0.061,0.165,10.169
2019-04-10 17:00,2019-04-10 18:00,0.103,0.021,0.105,10.038
2019-04-10 18:00,2019-04-10 19:00,0.031,0.003,0.044,9.807
2019-04-10 19:00,2019-04-10 20:00,0,0,0.003,9.448
2019-04-10 20:00,2019-04-10 21:00,0,0,0,9.238
2019-04-10 21:00,2019-04-10 22:00,0,0,0,8.994
2019-04-10 22:00,2019-04-10 23:00,0,0,0,8.714
2019-04-10 23:00,2019-04-11 00:00,0,0,0,8.472
2019-04-11 00:00,2019-04-11 01:00,0,0,0,8.309
2019-04-11 01:00,2019-04-11 02:00,0,0,0,8.206
2019-04-11 02:00,2019-04-11 03:00,0,0,0,8.147
2019-04-11 03:00,2019-04-11 04:00,0,0,0,8.108
2019-04-11 04:00,2019-04-11 05:00,0,0,0,8.063
2019-04-11 05:00,2019-04-11 06:00,0,0,0,7.996
2019-04-11 06:00,2019-04-11 07:00,0.019,0,0.032,8.178
2019-04-11 07:00,2019-04-11 08:00,0.131,0.064,0.091,8.849
2019-04-11 08:00,2019-04-11 09:00,0.296,0.210,0.123,9.377
2019-04-11 09:00,2019-04-11 10:00,0.473,0.405,0.133,9.967
2019-04-11 10:00,2019-04-11 11:00,0.599,0.554,0.143,10.466
2019-04-11 11:00,2019-04-11 12:00,0.646,0.596,0.164,10.784
2019-04-11 12:00,2019-04-11 13:00,0.667,0.617,0.173,10.989
2019-04-11 13:00,2019-04-11 14:00,0.663,0.615,0.169,11.146
2019-04-11 14:00,2019-04-11 15:00,0.550,0.451,0.185,11.150
2019-04-11 15:00,2019-04-11 16:00,0.458,0.353,0.170,11.135
2019-04-11 16:00,2019-04-11 17:00,0.301,0.188,0.153,11.014
2019-04-11 17:00,2019-04-11 18:00,0.173,0.090,0.111,10.869
2019-04-11 18:00,2019-04-11 19:00,0.052,0.015,0.057,10.606
2019-04-11 19:00,2019-04-11 20:00,0,0,0.004,10.115
2019-04-11 20:00,2019-04-11 21:00,0,0,0,9.923
2019-04-11 21:00,2019-04-11 22:00,0,0,0,9.794
2019-04-11 22:00,2019-04-11 23:00,0,0,0,9.693
2019-04-11 23:00,2019-04-12 00:00,0,0,0,9.581
2019-04-12 00:00,2019-04-12 01:00,0,0,0,9.386
2019-04-12 01:00,2019-04-12 02:00,0,0,0,8.933
2019-04-12 02:00,2019-04-12 03:00,0,0,0,8.363
2019-04-12 03:00,2019-04-12 04:00,0,0,0,7.923
2019-04-12 04:00,2019-04-12 05:00,0,0,0,7.589
2019-04-12 05:00,2019-04-12 06:00,0,0,0,7.220
2019-04-12 06:00,2019-04-12 07:00,0.021,0,0.035,7.211
2019-04-12 07:00,2019-04-12 08:00,0.104,0.026,0.100,7.476
2019-04-12 08:00,2019-04-12 09:00,0.199,0.066,0.160,7.963
2019-04-12 09:00,2019-04-12 10:00,0.334,0.162,0.211,8.709
2019-04-12 10:00,2019-04-12 11:00,0.435,0.246,0.245,9.518
2019-04-12 11:00,2019-04-12 12:00,0.422,0.197,0.281,10.070
2019-04-12 12:00,2019-04-12 13:00,0.366,0.124,0.290,10.432
2019-04-12 13:00,2019-04-12 14:00,0.344,0.104,0.284,10.748
2019-04-12 14:00,2019-04-12 15:00,0.291,0.073,0.256,10.993
2019-04-12 15:00,2019-04-12 16:00,0.195,0.032,0.193,11.062
2019-04-12 16:00,2019-04-12 17:00,0.161,0.028,0.160,11.075
2019-04-12 17:00,2019-04-12 18:00,0.103,0.016,0.110,10.956
2019-04-12 18:00,2019-04-12 19:00,0.030,0.002,0.044,10.561
2019-04-12 19:00,2019-04-12 20:00,0,0,0.004,9.897
2019-04-12 20:00,2019-04-12 21:00,0,0,0,9.226
2019-04-12 21:00,2019-04-12 22:00,0,0,0,8.636
2019-04-12 22:00,2019-04-12 23:00,0,0,0,8.176
2019-04-12 23:00,2019-04-13 00:00,0,0,0,7.815
2019-04-13 00:00,2019-04-13 01:00,0,0,0,7.575
2019-04-13 01:00,2019-04-13 02:00,0,0,0,7.357
2019-04-13 02:00,2019-04-13 03:00,0,0,0,7.168
2019-04-13 03:00,2019-04-13 04:00,0,0,0,7.063
2019-04-13 04:00,2019-04-13 05:00,0,0,0,6.933
2019-04-13 05:00,2019-04-13 06:00,0,0,0,6.821
2019-04-13 06:00,2019-04-13 07:00,0.016,0,0.029,6.856
2019-04-13 07:00,2019-04-13 08:00,0.075,0.009,0.086,7.145
2019-04-13 08:00,2019-04-13 09:00,0.185,0.046,0.165,7.760
2019-04-13 09:00,2019-04-13 10:00,0.298,0.110,0.223,8.621
2019-04-13 10:00,2019-04-13 11:00,0.448,0.253,0.254,9.530
2019-04-13 11:00,2019-04-13 12:00,0.528,0.334,0.273,10.268
2019-04-13 12:00,2019-04-13 13:00,0.431,0.181,0.308,10.710
2019-04-13 13:00,2019-04-13 14:00,0.293,0.058,0.273,10.788
2019-04-13 14:00,2019-04-13 15:00,0.171,0.015,0.184,10.435
2019-04-13 15:00,2019-04-13 16:00,0.082,0.004,0.100,9.813
2019-04-13 16:00,2019-04-13 17:00,0.043,0.001,0.060,9.072
2019-04-13 17:00,2019-04-13 18:00,0.022,0.001,0.036,8.276
2019-04-13 18:00,2019-04-13 19:00,0.004,0,0.013,7.512
2019-04-13 19:00,2019-04-13 20:00,0,0,0.001,6.924
2019-04-13 20:00,2019-04-13 21:00,0,0,0,6.705
2019-04-13 21:00,2019-04-13 22:00,0,0,0,6.640
2019-04-13 22:00,2019-04-13 23:00,0,0,0,6.579
2019-04-13 23:00,2019-04-14 00:00,0,0,0,6.340
2019-04-14 00:00,2019-04-14 01:00,0,0,0,6.048
2019-04-14 01:00,2019-04-14 02:00,0,0,0,5.950
2019-04-14 02:00,2019-04-14 03:00,0,0,0,5.676
2019-04-14 03:00,2019-04-14 04:00,0,0,0,5.448
2019-04-14 04:00,2019-04-14 05:00,0,0,0,5.381
2019-04-14 05:00,2019-04-14 06:00,0,0,0,5.422
2019-04-14 06:00,2019-04-14 07:00,0.001,0,0.007,5.460
2019-04-14 07:00,2019-04-14 08:00,0.013,0,0.025,5.481
2019-04-14 08:00,2019-04-14 09:00,0.036,0.001,0.052,5.520
2019-04-14 09:00,2019-04-14 10:00,0.070,0.002,0.087,5.545
2019-04-14 10:00,2019-04-14 11:00,0.119,0.005,0.136,5.811
2019-04-14 11:00,2019-04-14 12:00,0.143,0.007,0.159,6.683
2019-04-14 12:00,2019-04-14 13:00,0.159,0.008,0.175,7.603
2019-04-14 13:00,2019-04-14 14:00,0.148,0.007,0.165,8.136
2019-04-14 14:00,2019-04-14 15:00,0.157,0.009,0.174,8.525
2019-04-14 15:00,2019-04-14 16:00,0.123,0.006,0.140,8.617
2019-04-14 16:00,2019-04-14 17:00,0.087,0.004,0.104,8.507
2019-04-14 17:00,2019-04-14 18:00,0.060,0.003,0.077,8.301
2019-04-14 18:00,2019-04-14 19:00,0.020,0.001,0.034,7.932
2019-04-14 19:00,2019-04-14 20:00,0,0,0.003,7.491
2019-04-14 20:00,2019-04-14 21:00,0,0,0,7.166
2019-04-14 21:00,2019-04-14 22:00,0,0,0,6.956
2019-04-14 22:00,2019-04-14 23:00,0,0,0,6.843
2019-04-14 23:00,2019-04-15 00:00,0,0,0,6.792
2019-04-15 00:00,2019-04-15 01:00,0,0,0,6.773
2019-04-15 01:00,2019-04-15 02:00,0,0,0,6.652
2019-04-15 02:00,2019-04-15 03:00,0,0,0,6.177
2019-04-15 03:00,2019-04-15 04:00,0,0,0,5.761
2019-04-15 04:00,2019-04-15 05:00,0,0,0,5.662
2019-04-15 05:00,2019-04-15 06:00,0,0,0,5.495
2019-04-15 06:00,2019-04-15 07:00,0.005,0,0.015,5.384
2019-04-15 07:00,2019-04-15 08:00,0.028,0.001,0.042,5.768
2019-04-15 08:00,2019-04-15 09:00,0.056,0.002,0.073,6.366
2019-04-15 09:00,2019-04-15 10:00,0.086,0.003,0.104,6.963
2019-04-15 10:00,2019-04-15 11:00,0.096,0.003,0.114,7.332
2019-04-15 11:00,2019-04-15 12:00,0.156,0.008,0.173,7.398
2019-04-15 12:00,2019-04-15 13:00,0.162,0.008,0.178,7.548
2019-04-15 13:00,2019-04-15 14:00,0.133,0.006,0.151,7.625
2019-04-15 14:00,2019-04-15 15:00,0.112,0.004,0.130,7.700
2019-04-15 15:00,2019-04-15 16:00,0.122,0.006,0.139,7.893
2019-04-15 16:00,2019-04-15 17:00,0.077,0.003,0.094,7.892
2019-04-15 17:00,2019-04-15 18:00,0.039,0.001,0.055,8.125
2019-04-15 18:00,2019-04-15 19:00,0.011,0,0.023,8.333
2019-04-15 19:00,2019-04-15 20:00,0,0,0.002,8.237
2019-04-15 20:00,2019-04-15 21:00,0,0,0,8.204
2019-04-15 21:00,2019-04-15 22:00,0,0,0,8.656
2019-04-15 22:00,2019-04-15 23:00,0,0,0,9.291
2019-04-15 23:00,2019-04-16 00:00,0,0,0,9.637
2019-04-16 00:00,2019-04-16 01:00,0,0,0,9.522
2019-04-16 01:00,2019-04-16 02:00,0,0,0,9.239
2019-04-16 02:00,2019-04-16 03:00,0,0,0,9.003
2019-04-16 03:00,2019-04-16 04:00,0,0,0,8.762
2019-04-16 04:00,2019-04-16 05:00,0,0,0,8.520
